Title,Engine codes,Power kW / HP,Capacity (ccm),Cylinders,Valves,Fuel type,Production year,Model
VAUXHALL VECTRA (B) Estate (J96) 2.0 DI 16V (F35),X 20 DTL,60 kW / 82 HP,1995 ccm,4 cylinders,16 valves,Diesel,1995/08 - 2001/10,VAUXHALL
VAUXHALL VECTRA (B) Estate (J96) 2.0 DTI 16V (F35),"X 20 DTH, Y 20 DTH",74 kW / 101 HP,1995 ccm,4 cylinders,16 valves,Diesel,1995/08 - 2001/10,VAUXHALL
VAUXHALL VECTRA (B) Estate (J96) 2.0 Dualfuel (F35),X 20 XEV,100 kW / 136 HP,1998 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),1998/10 - 2001/01,VAUXHALL
VAUXHALL VECTRA (B) Estate (J96) 2.0 i 16V (F35),X 20 XEV,100 kW / 136 HP,1998 ccm,4 cylinders,16 valves,Petrol,1995/10 - 2001/01,VAUXHALL
VAUXHALL VECTRA (B) Estate (J96) 2.2 DTI 16V (F35),Y 22 DTR,92 kW / 125 HP,2172 ccm,4 cylinders,16 valves,Diesel,1995/08 - 2001/10,VAUXHALL
VAUXHALL VECTRA (B) Estate (J96) 2.2 i 16V (F35),Z 22 SE,108 kW / 147 HP,2198 ccm,4 cylinders,16 valves,Petrol,1995/08 - 2001/10,VAUXHALL
VAUXHALL VECTRA (B) Estate (J96) 2.5 i GSi (F35),X 25 XE,143 kW / 194 HP,2498 ccm,6 cylinders,24 valves,Petrol,1998/05 - 1999/09,VAUXHALL
VAUXHALL VECTRA (B) Estate (J96) 2.5 i V6 (F35),X 25 XE,125 kW / 170 HP,2498 ccm,6 cylinders,24 valves,Petrol,1996/11 - 2000/08,VAUXHALL
VAUXHALL VECTRA (B) Estate (J96) 2.6 i V6 (F35),Y 26 SE,125 kW / 170 HP,2597 ccm,6 cylinders,24 valves,Petrol,2000/09 - 2002/03,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 1.6 i 16V (F68),"X 16 XEL, Y 16 XE, Z 16 XE",74 kW / 101 HP,1598 ccm,4 cylinders,16 valves,Petrol,1995/08 - 2001/10,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 1.6 i (F68),X 16 SZR,55 kW / 75 HP,1598 ccm,4 cylinders,8 valves,Petrol,1995/08 - 2001/10,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 1.7 TD (F68),X17TD,60 kW / 82 HP,1686 ccm,4 cylinders,8 valves,Diesel,1995/10 - 1996/11,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 1.8 Dualfuel (F68),Z 18 XE,92 kW / 125 HP,1796 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),2000/09 - 2003/07,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 1.8 i 16V (F68),X 18 XE1,85 kW / 116 HP,1796 ccm,4 cylinders,16 valves,Petrol,1995/10 - 2000/09,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 1.8 i 16V (F68),Z 18 XE,92 kW / 125 HP,1796 ccm,4 cylinders,16 valves,Petrol,2000/09 - 2003/07,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 1.8 i 16V (F68),X 18 XE,85 kW / 116 HP,1799 ccm,4 cylinders,16 valves,Petrol,1995/09 - 2000/09,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 2.0 Di 16V (F68),X 20 DTL,60 kW / 82 HP,1995 ccm,4 cylinders,16 valves,Diesel,1995/08 - 2001/10,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 2.0 DTi 16V (F68),"X 20 DTH, Y 20 DTH",74 kW / 101 HP,1995 ccm,4 cylinders,16 valves,Diesel,1997/06 - 2001/10,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 2.0 Dualfuel (F68),X 20 XEV,100 kW / 136 HP,1998 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),1998/08 - 2001/01,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 2.0 i 16V (F68),X 20 XEV,100 kW / 136 HP,1998 ccm,4 cylinders,16 valves,Petrol,1995/10 - 2001/01,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 2.2 DTI 16V (F68),Y 22 DTR,92 kW / 125 HP,2172 ccm,4 cylinders,16 valves,Diesel,1995/08 - 2001/10,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 2.2 i 16V (F68),Z 22 SE,108 kW / 147 HP,2198 ccm,4 cylinders,16 valves,Petrol,2000/09 - 2003/07,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 2.5 i GSi (F68),X 25 XE,143 kW / 194 HP,2498 ccm,6 cylinders,24 valves,Petrol,1998/03 - 2000/07,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 2.5 i V6 (F68),X 25 XE,125 kW / 170 HP,2498 ccm,6 cylinders,24 valves,Petrol,1995/09 - 2000/08,VAUXHALL
VAUXHALL VECTRA (B) Hatchback (J96) 2.6 i V6 (F68),Y 26 SE,125 kW / 170 HP,2597 ccm,6 cylinders,24 valves,Petrol,2000/09 - 2003/07,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 1.6 i 16V (F19),"X 16 XEL, Y 16 XE, Z 16 XE",74 kW / 100 HP,1598 ccm,4 cylinders,16 valves,Petrol,1995/08 - 2001/10,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 1.6 i (F19),X 16 SZR,55 kW / 75 HP,1598 ccm,4 cylinders,8 valves,Petrol,1995/08 - 2001/10,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 1.7 TD (F19),X17TD,60 kW / 82 HP,1686 ccm,4 cylinders,8 valves,Diesel,1995/10 - 1996/11,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 1.8 Dualfuel (F19),Z 18 XE,92 kW / 125 HP,1796 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),2000/09 - 2002/03,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 1.8 i 16V (F19),X 18 XE,85 kW / 116 HP,1799 ccm,4 cylinders,16 valves,Petrol,1995/10 - 2000/09,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 1.8 i 16V (F19),Z 18 XE,92 kW / 125 HP,1796 ccm,4 cylinders,16 valves,Petrol,2000/09 - 2002/03,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 1.8 i 16V (F19),X 18 XE1,85 kW / 115 HP,1796 ccm,4 cylinders,16 valves,Petrol,1995/10 - 2000/09,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 2.0 DI 16V (F19),X 20 DTL,60 kW / 82 HP,1995 ccm,4 cylinders,16 valves,Diesel,1995/08 - 2001/10,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 2.0 DTI 16V (F19),"X 20 DTH, Y 20 DTH",74 kW / 101 HP,1995 ccm,4 cylinders,16 valves,Diesel,1995/08 - 2001/10,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 2.0 Dualfuel (F19),X 20 XEV,100 kW / 136 HP,1998 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),1998/05 - 2001/01,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 2.0 i 16V (F19),X 20 XEV,100 kW / 136 HP,1998 ccm,4 cylinders,16 valves,Petrol,1995/10 - 2001/01,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 2.2 DTI 16V (F19),Y 22 DTR,92 kW / 125 HP,2172 ccm,4 cylinders,16 valves,Diesel,1995/08 - 2001/10,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 2.2 i 16V (F19),Z 22 SE,108 kW / 147 HP,2198 ccm,4 cylinders,16 valves,Petrol,1995/08 - 2001/10,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 2.5 i GSi (F19),X 25 XE,143 kW / 194 HP,2498 ccm,6 cylinders,24 valves,Petrol,1998/03 - 2000/07,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 2.5 i V6 (F19),X 25 XE,125 kW / 170 HP,2498 ccm,6 cylinders,24 valves,Petrol,1995/09 - 2000/08,VAUXHALL
VAUXHALL VECTRA (B) Saloon (J96) 2.6 i V6 (F19),Y 26 SE,125 kW / 170 HP,2597 ccm,6 cylinders,24 valves,Petrol,2000/09 - 2002/03,VAUXHALL
VAUXHALL VECTRA Mk II (C) Estate (Z02) 1.8,Z 18 XER,103 kW / 140 HP,1796 ccm,4 cylinders,16 valves,Petrol,2006/01 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) Estate (Z02) 1.8 16V,Z 18 XE,90 kW / 122 HP,1796 ccm,4 cylinders,16 valves,Petrol,2003/10 - 2005/08,VAUXHALL
VAUXHALL VECTRA Mk II (C) Estate (Z02) 1.9 CDTI,Z 19 DT,88 kW / 120 HP,1910 ccm,4 cylinders,8 valves,Diesel,2004/04 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) Estate (Z02) 1.9 CDTI 16V,Z 19 DTH,110 kW / 150 HP,1910 ccm,4 cylinders,16 valves,Diesel,2004/04 - 2009/05,VAUXHALL
VAUXHALL VECTRA Mk II (C) Estate (Z02) 2.0 16V Turbo,Z 20 NET,129 kW / 175 HP,1998 ccm,4 cylinders,16 valves,Petrol,2003/10 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) Estate (Z02) 2.0 DTI 16V,Y 20 DTH,74 kW / 101 HP,1995 ccm,4 cylinders,16 valves,Diesel,2003/10 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) Estate (Z02) 2.2 direct,Z 22 YH,114 kW / 155 HP,2198 ccm,4 cylinders,16 valves,Petrol,2003/10 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) Estate (Z02) 2.2 DTI 16V,Y 22 DTR,92 kW / 125 HP,2172 ccm,4 cylinders,16 valves,Diesel,2003/10 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) Estate (Z02) 2.8 V6 Turbo,Z 28 NET,206 kW / 280 HP,2792 ccm,6 cylinders,24 valves,Petrol,2006/10 - 2009/05,VAUXHALL
VAUXHALL VECTRA Mk II (C) Estate (Z02) 2.8 V6 Turbo,Z 28 NEL,169 kW / 230 HP,2792 ccm,6 cylinders,24 valves,Petrol,2005/08 - 2009/05,VAUXHALL
VAUXHALL VECTRA Mk II (C) Estate (Z02) 2.8 V6 Turbo,Z 28 NET,188 kW / 255 HP,2792 ccm,6 cylinders,24 valves,Petrol,2006/08 - 2009/05,VAUXHALL
VAUXHALL VECTRA Mk II (C) Estate (Z02) 3.0 CDTi,Z 30 DT,135 kW / 184 HP,2958 ccm,6 cylinders,24 valves,Diesel,2005/08 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) Estate (Z02) 3.0 V6 CDTI,Y 30 DT,130 kW / 177 HP,2958 ccm,6 cylinders,24 valves,Diesel,2003/10 - 2005/08,VAUXHALL
VAUXHALL VECTRA Mk II (C) Estate (Z02) 3.2 V6,Z 32 SE,155 kW / 211 HP,3175 ccm,6 cylinders,24 valves,Petrol,2003/10 - 2005/08,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 1.8,Z 18 XER,103 kW / 140 HP,1796 ccm,4 cylinders,16 valves,Petrol,2006/01 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 1.8 16V,Z 18 XE,90 kW / 122 HP,1796 ccm,4 cylinders,16 valves,Petrol,2002/08 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 1.8 16V Dualfuel,Z 18 XE,90 kW / 122 HP,1796 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),2002/08 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 1.9 CDTI,Z 19 DT,88 kW / 120 HP,1910 ccm,4 cylinders,8 valves,Diesel,2002/08 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 1.9 CDTI 16V,Z 19 DTH,110 kW / 150 HP,1910 ccm,4 cylinders,16 valves,Diesel,2004/04 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 2.0 16V Turbo,Z 20 NET,129 kW / 175 HP,1998 ccm,4 cylinders,16 valves,Petrol,2003/03 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 2.0 DTI 16V,Y 20 DTH,74 kW / 101 HP,1995 ccm,4 cylinders,16 valves,Diesel,2002/08 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 2.2 16V,Z 22 SE,108 kW / 147 HP,2198 ccm,4 cylinders,16 valves,Petrol,2002/08 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 2.2 direct,Z 22 YH,114 kW / 155 HP,2198 ccm,4 cylinders,16 valves,Petrol,2003/10 - 2005/08,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 2.2 DTI 16V,Y 22 DTR,92 kW / 125 HP,2172 ccm,4 cylinders,16 valves,Diesel,2002/08 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 2.8 V6 Turbo,Z 28 NEL,169 kW / 230 HP,2792 ccm,6 cylinders,24 valves,Petrol,2005/08 - 2009/05,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 2.8 V6 Turbo,Z 28 NET,184 kW / 250 HP,2792 ccm,6 cylinders,24 valves,Petrol,2006/02 - 2009/05,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 2.8 V6 Turbo,Z 28 NET,188 kW / 255 HP,2792 ccm,6 cylinders,24 valves,Petrol,2005/08 - 2006/08,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 2.8 V6 Turbo,Z 28 NET,206 kW / 280 HP,2792 ccm,6 cylinders,24 valves,Petrol,2006/10 - 2009/05,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 3.0 CDTi,Z 30 DT,135 kW / 184 HP,2958 ccm,6 cylinders,24 valves,Diesel,2005/08 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 3.0 V6 CDTI,Y 30 DT,130 kW / 177 HP,2958 ccm,6 cylinders,24 valves,Diesel,2003/06 - 2005/08,VAUXHALL
VAUXHALL VECTRA Mk II (C) GTS (Z02) 3.2 V6,Z 32 SE,155 kW / 211 HP,3175 ccm,6 cylinders,24 valves,Petrol,2002/08 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) (Z02) 1.8,Z 18 XER,103 kW / 140 HP,1796 ccm,4 cylinders,16 valves,Petrol,2006/01 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) (Z02) 1.8 16V,Z 18 XE,90 kW / 122 HP,1796 ccm,4 cylinders,16 valves,Petrol,2002/04 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) (Z02) 1.8 16V Dualfuel,Z 18 XE,90 kW / 122 HP,1796 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),2002/04 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) (Z02) 1.9 CDTI,Z 19 DT,88 kW / 120 HP,1910 ccm,4 cylinders,8 valves,Diesel,2002/04 - 2008/09,VAUXHALL
VAUXHALL VECTRA Mk II (C) (Z02) 1.9 CDTI 16V,Z 19 DTH,110 kW / 150 HP,1910 ccm,4 cylinders,16 valves,Diesel,2004/04 - 2008/08,VAUXHALL
VAUXHALL VECTRA Mk II (C) (Z02) 2.0 16V Turbo,Z 20 NET,129 kW / 175 HP,1998 ccm,4 cylinders,16 valves,Petrol,2000/01 - 2008/10,VAUXHALL
VAUXHALL VECTRA Mk II (C) (Z02) 2.0 DTI 16V,Y 20 DTH,74 kW / 101 HP,1995 ccm,4 cylinders,16 valves,Diesel,2002/04 - 2008/10,VAUXHALL
VAUXHALL VECTRA Mk II (C) (Z02) 2.2 16V,Z 22 SE,108 kW / 147 HP,2198 ccm,4 cylinders,16 valves,Petrol,2002/01 - 2008/10,VAUXHALL
VAUXHALL VECTRA Mk II (C) (Z02) 2.2 direct,Z 22 YH,114 kW / 155 HP,2198 ccm,4 cylinders,16 valves,Petrol,2002/01 - 2008/10,VAUXHALL
VAUXHALL VECTRA Mk II (C) (Z02) 2.2 DTI 16V,Y 22 DTR,92 kW / 125 HP,2172 ccm,4 cylinders,16 valves,Diesel,2002/04 - 2008/10,VAUXHALL
VAUXHALL VECTRA Mk II (C) (Z02) 3.0 CDTi,Z 30 DT,135 kW / 184 HP,2958 ccm,6 cylinders,24 valves,Diesel,2005/08 - 2008/07,VAUXHALL
VAUXHALL VECTRA Mk II (C) (Z02) 3.0 V6 CDTI,Y 30 DT,130 kW / 177 HP,2958 ccm,6 cylinders,24 valves,Diesel,2003/06 - 2005/08,VAUXHALL
VAUXHALL VECTRA Mk II (C) (Z02) 3.2 V6,Z 32 SE,155 kW / 211 HP,3175 ccm,6 cylinders,24 valves,Petrol,2003/06 - 2008/07,VAUXHALL
VAUXHALL VELOX Estate (PB) 3.3,V,85 kW / 116 HP,3294 ccm,6 cylinders,12 valves,Petrol,1964/09 - 1965/07,VAUXHALL
VAUXHALL VELOX Saloon (PB) 2.7,R,70 kW / 95 HP,2651 ccm,6 cylinders,12 valves,Petrol,1964/03 - 1972/10,VAUXHALL
VAUXHALL VELOX Saloon (PB) 3.3,V,85 kW / 116 HP,3294 ccm,6 cylinders,12 valves,Petrol,1964/09 - 1965/07,VAUXHALL
VAUXHALL VENTORA Estate 3300,N33A,91 kW / 124 HP,3294 ccm,6 cylinders,12 valves,Petrol,1971/07 - 1976/10,VAUXHALL
VAUXHALL VENTORA Saloon 3300,N33A,91 kW / 124 HP,3294 ccm,6 cylinders,12 valves,Petrol,1969/03 - 1976/10,VAUXHALL
VAUXHALL VICEROY Saloon 2500,25 S,85 kW / 115 HP,2490 ccm,6 cylinders,12 valves,Petrol,1980/01 - 1982/10,VAUXHALL
VAUXHALL VICTOR 1600,ZE,53 kW / 72 HP,1599 ccm,4 cylinders,8 valves,Petrol,1969/03 - 1972/09,VAUXHALL
VAUXHALL VICTOR 1800,18 HC,57 kW / 78 HP,1759 ccm,4 cylinders,8 valves,Petrol,1972/10 - 1976/10,VAUXHALL
VAUXHALL VICTOR 2000,VI,65 kW / 88 HP,1975 ccm,4 cylinders,8 valves,Petrol,1967/01 - 1972/09,VAUXHALL
VAUXHALL VICTOR 2300,23 HC,74 kW / 100 HP,2279 ccm,4 cylinders,8 valves,Petrol,1972/10 - 1976/10,VAUXHALL
VAUXHALL VICTOR Estate 1800,,57 kW / 78 HP,1759 ccm,4 cylinders,8 valves,Petrol,1972/10 - 1976/10,VAUXHALL
VAUXHALL VICTOR Estate 2300,23 HC,74 kW / 100 HP,2279 ccm,4 cylinders,8 valves,Petrol,1972/10 - 1976/10,VAUXHALL
VAUXHALL VICTOR Estate 3000,,91 kW / 124 HP,3294 ccm,6 cylinders,12 valves,Petrol,1968/03 - 1972/09,VAUXHALL
VAUXHALL VISCOUNT 3300,Y,91 kW / 124 HP,3294 ccm,6 cylinders,12 valves,Petrol,1966/01 - 1972/10,VAUXHALL
VAUXHALL VIVA 1100,U,35 kW / 48 HP,1159 ccm,4 cylinders,8 valves,Petrol,1966/01 - 1971/09,VAUXHALL
VAUXHALL VIVA 1100 SL90,,44 kW / 60 HP,1057 ccm,4 cylinders,8 valves,Petrol,1965/01 - 1970/10,VAUXHALL
VAUXHALL VIVA 1256,D,43 kW / 58 HP,1256 ccm,4 cylinders,8 valves,Petrol,1971/10 - 1975/10,VAUXHALL
VAUXHALL VIVA 1300,D,43 kW / 58 HP,1256 ccm,4 cylinders,8 valves,Petrol,1975/10 - 1979/10,VAUXHALL
VAUXHALL VIVA 1800,18 HC,57 kW / 78 HP,1759 ccm,4 cylinders,8 valves,Petrol,1973/01 - 1979/10,VAUXHALL
VAUXHALL VIVA 2000 GT,WI,78 kW / 106 HP,1975 ccm,4 cylinders,8 valves,Petrol,1968/01 - 1970/09,VAUXHALL
VAUXHALL VIVA 2300,23 HC,81 kW / 110 HP,2279 ccm,4 cylinders,8 valves,Petrol,1972/01 - 1973/10,VAUXHALL
VAUXHALL VIVA (C16) 1.0,B 10 XE,55 kW / 75 HP,999 ccm,3 cylinders,12 valves,Petrol,2015/01 - 2018/03,VAUXHALL
VAUXHALL VIVA (C16) 1.0,D 10 XE,54 kW / 73 HP,999 ccm,3 cylinders,12 valves,Petrol,2018/01 - 2019/03,VAUXHALL
VAUXHALL VIVA (C16) 1.0 LPG,"B 10 XL, D 10 XE",54 kW / 73 HP,999 ccm,3 cylinders,12 valves,Petrol/Liquified Petroleum Gas (LPG),2015/06 - 2018/03,VAUXHALL
VAUXHALL VIVA Coupe 1100 SL90,B,44 kW / 60 HP,1057 ccm,4 cylinders,8 valves,Petrol,1966/09 - 1970/10,VAUXHALL
VAUXHALL VIVA Coupe 1256 E,D,43 kW / 58 HP,1256 ccm,4 cylinders,8 valves,Petrol,1971/10 - 1975/10,VAUXHALL
VAUXHALL VIVA Estate 1100,U,35 kW / 48 HP,1159 ccm,4 cylinders,8 valves,Petrol,1966/01 - 1970/09,VAUXHALL
VAUXHALL VIVA Estate 1100 SL90,B,44 kW / 60 HP,1057 ccm,4 cylinders,8 valves,Petrol,1965/01 - 1970/10,VAUXHALL
VAUXHALL VIVA Estate 1256,D,43 kW / 58 HP,1256 ccm,4 cylinders,8 valves,Petrol,1971/10 - 1975/10,VAUXHALL
VAUXHALL VIVA Estate 1300,D,43 kW / 58 HP,1256 ccm,4 cylinders,8 valves,Petrol,1975/10 - 1979/10,VAUXHALL
VAUXHALL VIVA Estate 1800,18 HC,57 kW / 78 HP,1759 ccm,4 cylinders,8 valves,Petrol,1973/01 - 1978/10,VAUXHALL
VAUXHALL VIVA Estate 2300,23 HC,81 kW / 110 HP,2279 ccm,4 cylinders,8 valves,Petrol,1972/01 - 1973/10,VAUXHALL
VAUXHALL VIVARO A Bus (X83) 1.9 DI,F9Q 762,59 kW / 80 HP,1870 ccm,4 cylinders,8 valves,Diesel,2001/08 - 2006/12,VAUXHALL
VAUXHALL VIVARO A Bus (X83) 1.9 DTI,F9Q 760,74 kW / 101 HP,1870 ccm,4 cylinders,8 valves,Diesel,2001/08 - 2006/12,VAUXHALL
VAUXHALL VIVARO A Bus (X83) 2.0 16V,F4R 720,88 kW / 120 HP,1998 ccm,4 cylinders,16 valves,Petrol,2001/08 - 2006/12,VAUXHALL
VAUXHALL VIVARO A Bus (X83) 2.0 CDTI,"M9R 630, M9R 692, M9R 780, M9R 782, M9R 786",66 kW / 90 HP,1995 ccm,4 cylinders,16 valves,Diesel,2006/01 - 2014/07,VAUXHALL
VAUXHALL VIVARO A Bus (X83) 2.0 CDTI,"M9R 630, M9R 692, M9R 780, M9R 782, M9R 784, M9R 786, M9R 788",84 kW / 114 HP,1995 ccm,4 cylinders,16 valves,Diesel,2006/08 - 2014/07,VAUXHALL
VAUXHALL VIVARO A Bus (X83) 2.0 ECOTEC,F4R 820,86 kW / 117 HP,1998 ccm,4 cylinders,16 valves,Petrol,2006/08 - 2014/07,VAUXHALL
VAUXHALL VIVARO A Bus (X83) 2.5 CDTI,G9U 630,107 kW / 146 HP,2464 ccm,4 cylinders,16 valves,Diesel,2006/01 - 2014/07,VAUXHALL
VAUXHALL VIVARO A Bus (X83) 2.5 DTI,G9U 730,99 kW / 135 HP,2464 ccm,4 cylinders,16 valves,Diesel,2003/07 - 2014/07,VAUXHALL
VAUXHALL VIVARO A Platform/Chassis (X83) 2.0 16V,F4R 720,88 kW / 120 HP,1998 ccm,4 cylinders,16 valves,Petrol,2003/04 - 2014/07,VAUXHALL
VAUXHALL VIVARO A Platform/Chassis (X83) 2.0 CDTI,"M9R 630, M9R 692, M9R 780, M9R 782, M9R 786",66 kW / 90 HP,1995 ccm,4 cylinders,16 valves,Diesel,2006/01 - 2014/07,VAUXHALL
VAUXHALL VIVARO A Platform/Chassis (X83) 2.0 CDTI,"M9R 630, M9R 692, M9R 780, M9R 782, M9R 784, M9R 786, M9R 788",84 kW / 114 HP,1995 ccm,4 cylinders,16 valves,Diesel,2006/08 - 2014/07,VAUXHALL
VAUXHALL VIVARO A Platform/Chassis (X83) 2.0 ECOTEC,F4R 820,86 kW / 117 HP,1998 ccm,4 cylinders,16 valves,Petrol,2006/08 - 2014/07,VAUXHALL
VAUXHALL VIVARO A Platform/Chassis (X83) 2.5 CDTI,G9U 630,107 kW / 146 HP,2464 ccm,4 cylinders,16 valves,Diesel,2006/08 - 2014/07,VAUXHALL
VAUXHALL VIVARO A Platform/Chassis (X83) 2.5 CDTI,G9U 730,99 kW / 135 HP,2464 ccm,4 cylinders,16 valves,Diesel,2003/04 - 2006/07,VAUXHALL
VAUXHALL VIVARO A Van (X83) 1.9 DI,F9Q 762,59 kW / 80 HP,1870 ccm,4 cylinders,8 valves,Diesel,2001/08 - 2006/12,VAUXHALL
VAUXHALL VIVARO A Van (X83) 1.9 DTI,F9Q 760,74 kW / 101 HP,1870 ccm,4 cylinders,8 valves,Diesel,2001/08 - 2006/12,VAUXHALL
VAUXHALL VIVARO A Van (X83) 2.0 16V,F4R 720,88 kW / 120 HP,1998 ccm,4 cylinders,16 valves,Petrol,2001/08 - 2006/12,VAUXHALL
VAUXHALL VIVARO A Van (X83) 2.0 CDTI,"M9R 630, M9R 692, M9R 780, M9R 782, M9R 784, M9R 786, M9R 788",84 kW / 114 HP,1995 ccm,4 cylinders,16 valves,Diesel,2006/08 - 2014/07,VAUXHALL
VAUXHALL VIVARO A Van (X83) 2.0 CDTI,"M9R 630, M9R 692, M9R 780, M9R 782, M9R 786",66 kW / 90 HP,1995 ccm,4 cylinders,16 valves,Diesel,2006/01 - 2014/07,VAUXHALL
VAUXHALL VIVARO A Van (X83) 2.0 ECOTEC,F4R 820,86 kW / 117 HP,1998 ccm,4 cylinders,16 valves,Petrol,2006/08 - 2014/07,VAUXHALL
VAUXHALL VIVARO A Van (X83) 2.5 CDTI,G9U 630,107 kW / 146 HP,2464 ccm,4 cylinders,16 valves,Diesel,2006/08 - 2014/07,VAUXHALL
VAUXHALL VIVARO A Van (X83) 2.5 DTI,G9U 730,99 kW / 135 HP,2464 ccm,4 cylinders,16 valves,Diesel,2003/07 - 2014/07,VAUXHALL
VAUXHALL VIVARO B Bus (X82) 1.6 CDTi,R9M 408,66 kW / 90 HP,1598 ccm,4 cylinders,16 valves,Diesel,2014/05 - X,VAUXHALL
VAUXHALL VIVARO B Bus (X82) 1.6 CDTi,R9M 408,85 kW / 115 HP,1598 ccm,4 cylinders,16 valves,Diesel,2014/05 - X,VAUXHALL
VAUXHALL VIVARO B Bus (X82) 1.6 CDTi,"R9M 413, R9M 450",88 kW / 120 HP,1598 ccm,4 cylinders,16 valves,Diesel,2014/05 - X,VAUXHALL
VAUXHALL VIVARO B Bus (X82) 1.6 CDTi,R9M 450,103 kW / 140 HP,1598 ccm,4 cylinders,16 valves,Diesel,2014/06 - X,VAUXHALL
VAUXHALL VIVARO B Bus (X82) 1.6 CDTi,R9M 452,92 kW / 125 HP,1598 ccm,4 cylinders,16 valves,Diesel,2016/08 - X,VAUXHALL
VAUXHALL VIVARO B Bus (X82) 1.6 CDTi,"R9M 413, R9M 415",70 kW / 95 HP,1598 ccm,4 cylinders,16 valves,Diesel,2016/08 - X,VAUXHALL
